"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Ontario","2016A000235","65 years and over","Males","Sense of belonging to local community, somewhat strong or very strong","Percent","Percent","239","units","0","v110810268","7.6.2.23.4","76.1","","","","1"
"2022","Ontario","2016A000235","65 years and over","Males","Sense of belonging to local community, somewhat strong or very strong","Percent","Percent","239","units","0","v110810268","7.6.2.23.4","68.6","","","","1"
"2021","Ontario","2016A000235","65 years and over","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110810272","7.6.2.24.1","980300","","","","0"
"2022","Ontario","2016A000235","65 years and over","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110810272","7.6.2.24.1","1011600","","","","0"
"2021","Ontario","2016A000235","65 years and over","Males","Life satisfaction, satisfied or very satisfied","Percent","Percent","239","units","0","v110810275","7.6.2.24.4","90.4","","","","1"
"2022","Ontario","2016A000235","65 years and over","Males","Life satisfaction, satisfied or very satisfied","Percent","Percent","239","units","0","v110810275","7.6.2.24.4","85.5","","","","1"
"2021","Ontario","2016A000235","65 years and over","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110810279","7.6.2.25.1","1121700","","","","0"
"2022","Ontario","2016A000235","65 years and over","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110810279","7.6.2.25.1","1172800","","","","0"
"2021","Ontario","2016A000235","65 years and over","Males","Has a regular healthcare provider","Percent","Percent","239","units","0","v110810282","7.6.2.25.4","94.7","","","","1"
"2022","Ontario","2016A000235","65 years and over","Males","Has a regular healthcare provider","Percent","Percent","239","units","0","v110810282","7.6.2.25.4","94.7","","","","1"
"2021","Ontario","2016A000235","65 years and over","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110810286","7.6.2.26.1","","..","","","0"
"2022","Ontario","2016A000235","65 years and over","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110810286","7.6.2.26.1","","..","","","0"
"2021","Ontario","2016A000235","65 years and over","Males","Contact with a medical doctor in the past 12 months","Percent","Percent","239","units","0","v110810289","7.6.2.26.4","","..","","","1"
"2022","Ontario","2016A000235","65 years and over","Males","Contact with a medical doctor in the past 12 months","Percent","Percent","239","units","0","v110810289","7.6.2.26.4","","..","","","1"
"2021","Ontario","2016A000235","65 years and over","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341603","7.6.2.27.1","","..","","","0"
"2022","Ontario","2016A000235","65 years and over","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341603","7.6.2.27.1","769300","","","","0"
"2021","Ontario","2016A000235","65 years and over","Males","Influenza immunization in the past 12 months","Percent","Percent","239","units","0","v123341606","7.6.2.27.4","","..","","","1"
"2022","Ontario","2016A000235","65 years and over","Males","Influenza immunization in the past 12 months","Percent","Percent","239","units","0","v123341606","7.6.2.27.4","65.0","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110810293","7.6.3.1.1","678100","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110810293","7.6.3.1.1","577900","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810296","7.6.3.1.4","48.7","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810296","7.6.3.1.4","40.1","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110810300","7.6.3.2.1","285900","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110810300","7.6.3.2.1","337700","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Perceived health, fair or poor","Percent","Percent","239","units","0","v110810303","7.6.3.2.4","20.5","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Perceived health, fair or poor","Percent","Percent","239","units","0","v110810303","7.6.3.2.4","23.5","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110810307","7.6.3.3.1","845800","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110810307","7.6.3.3.1","788300","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Perceived mental health, very good or excellent","Percent","Percent","239","units","0","v110810310","7.6.3.3.4","64.8","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Perceived mental health, very good or excellent","Percent","Percent","239","units","0","v110810310","7.6.3.3.4","56.5","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110810314","7.6.3.4.1","101700","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110810314","7.6.3.4.1","152400","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Perceived mental health, fair or poor","Percent","Percent","239","units","0","v110810317","7.6.3.4.4","7.8","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Perceived mental health, fair or poor","Percent","Percent","239","units","0","v110810317","7.6.3.4.4","10.9","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110810321","7.6.3.5.1","177500","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110810321","7.6.3.5.1","200300","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Perceived life stress, most days quite a bit or extremely stressful","Percent","Percent","239","units","0","v110810324","7.6.3.5.4","12.8","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Perceived life stress, most days quite a bit or extremely stressful","Percent","Percent","239","units","0","v110810324","7.6.3.5.4","13.9","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110810328","7.6.3.6.1","410800","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110810328","7.6.3.6.1","454300","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Percent","Percent","239","units","0","v110810331","7.6.3.6.4","33.0","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Percent","Percent","239","units","0","v110810331","7.6.3.6.4","34.2","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110810335","7.6.3.7.1","393000","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110810335","7.6.3.7.1","399300","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Percent","Percent","239","units","0","v110810338","7.6.3.7.4","31.5","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Percent","Percent","239","units","0","v110810338","7.6.3.7.4","30.1","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110810349","7.6.3.9.1","784300","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110810349","7.6.3.9.1","785400","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Arthritis (15 years and over)","Percent","Percent","239","units","0","v110810352","7.6.3.9.4","56.4","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Arthritis (15 years and over)","Percent","Percent","239","units","0","v110810352","7.6.3.9.4","54.7","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Diabetes","Number of persons","Number","223","units","0","v110810356","7.6.3.10.1","229000","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Diabetes","Number of persons","Number","223","units","0","v110810356","7.6.3.10.1","237900","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Diabetes","Percent","Percent","239","units","0","v110810359","7.6.3.10.4","16.4","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Diabetes","Percent","Percent","239","units","0","v110810359","7.6.3.10.4","16.5","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Asthma","Number of persons","Number","223","units","0","v110810363","7.6.3.11.1","","..","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Asthma","Number of persons","Number","223","units","0","v110810363","7.6.3.11.1","","..","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Asthma","Percent","Percent","239","units","0","v110810366","7.6.3.11.4","","..","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Asthma","Percent","Percent","239","units","0","v110810366","7.6.3.11.4","","..","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110810370","7.6.3.12.1","","..","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110810370","7.6.3.12.1","","..","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Percent","Percent","239","units","0","v110810373","7.6.3.12.4","","..","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Percent","Percent","239","units","0","v110810373","7.6.3.12.4","","..","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","High blood pressure","Number of persons","Number","223","units","0","v110810377","7.6.3.13.1","641300","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","High blood pressure","Number of persons","Number","223","units","0","v110810377","7.6.3.13.1","693900","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","High blood pressure","Percent","Percent","239","units","0","v110810380","7.6.3.13.4","46.1","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","High blood pressure","Percent","Percent","239","units","0","v110810380","7.6.3.13.4","48.4","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Mood disorder","Number of persons","Number","223","units","0","v110810384","7.6.3.14.1","138800","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Mood disorder","Number of persons","Number","223","units","0","v110810384","7.6.3.14.1","140900","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Mood disorder","Percent","Percent","239","units","0","v110810387","7.6.3.14.4","10.0","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Mood disorder","Percent","Percent","239","units","0","v110810387","7.6.3.14.4","9.8","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Anxiety disorder","Number of persons","Number","223","units","0","v1574202638","7.6.3.30.1","157900","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Anxiety disorder","Percent","Percent","239","units","0","v1574202641","7.6.3.30.4","11.0","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810391","7.6.3.15.1","116300","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810391","7.6.3.15.1","112900","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810394","7.6.3.15.4","8.4","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110810394","7.6.3.15.4","7.8","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110810398","7.6.3.16.1","97500","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110810398","7.6.3.16.1","104800","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110810401","7.6.3.16.4","7.0","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110810401","7.6.3.16.4","7.3","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390951345","7.6.3.28.1","115100","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390951345","7.6.3.28.1","114800","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Cannabis use, past 12 months","Percent","Percent","239","units","0","v1390951348","7.6.3.28.4","8.8","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Cannabis use, past 12 months","Percent","Percent","239","units","0","v1390951348","7.6.3.28.4","8.2","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390951353","7.6.3.29.1","48300","E","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390951353","7.6.3.29.1","35600","E","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Percent","Percent","239","units","0","v1390951356","7.6.3.29.4","3.7","E","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Percent","Percent","239","units","0","v1390951356","7.6.3.29.4","2.6","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Ever used e-cigarette or vaping device","Number of persons","Number","223","units","0","v1574202646","7.6.3.31.1","48300","E","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Ever used e-cigarette or vaping device","Percent","Percent","239","units","0","v1574202649","7.6.3.31.4","3.4","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1574202654","7.6.3.32.1","","F","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Used e-cigarette or vaping device, past 30 days","Percent","Percent","239","units","0","v1574202657","7.6.3.32.4","0.7","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Heavy drinking","Number of persons","Number","223","units","0","v110810405","7.6.3.17.1","79100","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Heavy drinking","Number of persons","Number","223","units","0","v110810405","7.6.3.17.1","97300","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Heavy drinking","Percent","Percent","239","units","0","v110810408","7.6.3.17.4","5.7","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Heavy drinking","Percent","Percent","239","units","0","v110810408","7.6.3.17.4","6.8","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110810412","7.6.3.18.1","497700","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110810412","7.6.3.18.1","","..","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Percent","Percent","239","units","0","v110810415","7.6.3.18.4","36.5","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Percent","Percent","239","units","0","v110810415","7.6.3.18.4","","..","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110810426","7.6.3.20.1","","..","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110810426","7.6.3.20.1","","..","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Breast milk feeding initiation","Percent","Percent","239","units","0","v110810429","7.6.3.20.4","","..","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Breast milk feeding initiation","Percent","Percent","239","units","0","v110810429","7.6.3.20.4","","..","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110810433","7.6.3.21.1","","..","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110810433","7.6.3.21.1","","..","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Exclusive breastfeeding, at least 6 months","Percent","Percent","239","units","0","v110810436","7.6.3.21.4","","..","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Exclusive breastfeeding, at least 6 months","Percent","Percent","239","units","0","v110810436","7.6.3.21.4","","..","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110810440","7.6.3.22.1","337000","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110810440","7.6.3.22.1","","..","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Fruit and vegetable consumption, 5 times or more per day","Percent","Percent","239","units","0","v110810443","7.6.3.22.4","26.7","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Fruit and vegetable consumption, 5 times or more per day","Percent","Percent","239","units","0","v110810443","7.6.3.22.4","","..","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110810447","7.6.3.23.1","928900","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110810447","7.6.3.23.1","987400","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Sense of belonging to local community, somewhat strong or very strong","Percent","Percent","239","units","0","v110810450","7.6.3.23.4","72.3","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Sense of belonging to local community, somewhat strong or very strong","Percent","Percent","239","units","0","v110810450","7.6.3.23.4","71.0","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110810454","7.6.3.24.1","1148700","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110810454","7.6.3.24.1","1204500","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Life satisfaction, satisfied or very satisfied","Percent","Percent","239","units","0","v110810457","7.6.3.24.4","89.4","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Life satisfaction, satisfied or very satisfied","Percent","Percent","239","units","0","v110810457","7.6.3.24.4","86.2","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110810461","7.6.3.25.1","1334400","","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110810461","7.6.3.25.1","1385300","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Has a regular healthcare provider","Percent","Percent","239","units","0","v110810464","7.6.3.25.4","96.2","","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Has a regular healthcare provider","Percent","Percent","239","units","0","v110810464","7.6.3.25.4","96.3","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110810468","7.6.3.26.1","","..","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110810468","7.6.3.26.1","","..","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Contact with a medical doctor in the past 12 months","Percent","Percent","239","units","0","v110810471","7.6.3.26.4","","..","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Contact with a medical doctor in the past 12 months","Percent","Percent","239","units","0","v110810471","7.6.3.26.4","","..","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341611","7.6.3.27.1","","..","","","0"
"2022","Ontario","2016A000235","65 years and over","Females","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341611","7.6.3.27.1","890200","","","","0"
"2021","Ontario","2016A000235","65 years and over","Females","Influenza immunization in the past 12 months","Percent","Percent","239","units","0","v123341614","7.6.3.27.4","","..","","","1"
"2022","Ontario","2016A000235","65 years and over","Females","Influenza immunization in the past 12 months","Percent","Percent","239","units","0","v123341614","7.6.3.27.4","64.1","","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110811203","8.2.2.1.1","33600","","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110811203","8.2.2.1.1","44600","E","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110811206","8.2.2.1.4","74.0","","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110811206","8.2.2.1.4","87.0","E","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110811210","8.2.2.2.1","","F","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110811210","8.2.2.2.1","","x","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Perceived health, fair or poor","Percent","Percent","239","units","0","v110811213","8.2.2.2.4","","F","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Perceived health, fair or poor","Percent","Percent","239","units","0","v110811213","8.2.2.2.4","","x","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110811217","8.2.2.3.1","30400","","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110811217","8.2.2.3.1","38900","E","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Perceived mental health, very good or excellent","Percent","Percent","239","units","0","v110811220","8.2.2.3.4","69.1","","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Perceived mental health, very good or excellent","Percent","Percent","239","units","0","v110811220","8.2.2.3.4","76.8","E","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110811224","8.2.2.4.1","","F","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110811224","8.2.2.4.1","","x","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Perceived mental health, fair or poor","Percent","Percent","239","units","0","v110811227","8.2.2.4.4","","F","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Perceived mental health, fair or poor","Percent","Percent","239","units","0","v110811227","8.2.2.4.4","","x","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110811231","8.2.2.5.1","","F","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110811231","8.2.2.5.1","","x","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Percent","Percent","239","units","0","v110811234","8.2.2.5.4","","F","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Percent","Percent","239","units","0","v110811234","8.2.2.5.4","","x","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Number of persons","Number","223","units","0","v110811252","8.2.2.8.1","14400","E","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Number of persons","Number","223","units","0","v110811252","8.2.2.8.1","","F","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Percent","Percent","239","units","0","v110811255","8.2.2.8.4","36.7","E","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Percent","Percent","239","units","0","v110811255","8.2.2.8.4","32.0","E","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110811259","8.2.2.9.1","","F","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110811259","8.2.2.9.1","","x","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Arthritis (15 years and over)","Percent","Percent","239","units","0","v110811262","8.2.2.9.4","","F","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Arthritis (15 years and over)","Percent","Percent","239","units","0","v110811262","8.2.2.9.4","","x","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Diabetes","Number of persons","Number","223","units","0","v110811266","8.2.2.10.1","","F","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Diabetes","Number of persons","Number","223","units","0","v110811266","8.2.2.10.1","","x","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Diabetes","Percent","Percent","239","units","0","v110811269","8.2.2.10.4","","F","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Diabetes","Percent","Percent","239","units","0","v110811269","8.2.2.10.4","","x","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Asthma","Number of persons","Number","223","units","0","v110811273","8.2.2.11.1","","..","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Asthma","Number of persons","Number","223","units","0","v110811273","8.2.2.11.1","","..","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Asthma","Percent","Percent","239","units","0","v110811276","8.2.2.11.4","","..","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Asthma","Percent","Percent","239","units","0","v110811276","8.2.2.11.4","","..","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110811280","8.2.2.12.1","","..","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110811280","8.2.2.12.1","","..","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Percent","Percent","239","units","0","v110811283","8.2.2.12.4","","..","","","1"
"2022","Manitoba","2016A000246","12 to 17 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Percent","Percent","239","units","0","v110811283","8.2.2.12.4","","..","","","1"
"2021","Manitoba","2016A000246","12 to 17 years","Males","High blood pressure","Number of persons","Number","223","units","0","v110811287","8.2.2.13.1","","F","","","0"
"2022","Manitoba","2016A000246","12 to 17 years","Males","High blood pressure","Number of persons","Number","223","units","0","v110811287","8.2.2.13.1","","x","","","0"
"2021","Manitoba","2016A000246","12 to 17 years","Males","High blood pressure","Percent","Percent","239","units","0","v110811290","8.2.2.13.4","","F","","","1"
