"REF_DATE","GEO","DGUID","Persons in low income","Low income lines","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","New Brunswick","2021A000213","Females, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132738","6.12.6.2","7.1","D","","","1"
"2022","New Brunswick","2021A000213","Females, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132738","6.12.6.2","10.1","C","","","1"
"2021","New Brunswick","2021A000213","Persons in economic families","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132740","6.13.6.1","23","D","","","0"
"2022","New Brunswick","2021A000213","Persons in economic families","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132740","6.13.6.1","46","C","","","0"
"2021","New Brunswick","2021A000213","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132741","6.13.6.2","3.7","D","","","1"
"2022","New Brunswick","2021A000213","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132741","6.13.6.2","7.1","C","","","1"
"2021","New Brunswick","2021A000213","Persons not in an economic family","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132779","6.26.6.1","28","D","","","0"
"2022","New Brunswick","2021A000213","Persons not in an economic family","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132779","6.26.6.1","39","C","","","0"
"2021","New Brunswick","2021A000213","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132780","6.26.6.2","20.7","D","","","1"
"2022","New Brunswick","2021A000213","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132780","6.26.6.2","27.8","C","","","1"
"2021","Quebec","2021A000224","All persons","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132806","7.1.6.1","439","C","","","0"
"2022","Quebec","2021A000224","All persons","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132806","7.1.6.1","561","B","","","0"
"2021","Quebec","2021A000224","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132807","7.1.6.2","5.2","C","","","1"
"2022","Quebec","2021A000224","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132807","7.1.6.2","6.6","B","","","1"
"2021","Quebec","2021A000224","Persons under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132809","7.2.6.1","48","E","","","0"
"2022","Quebec","2021A000224","Persons under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132809","7.2.6.1","80","D","","","0"
"2021","Quebec","2021A000224","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132810","7.2.6.2","3.0","E","","","1"
"2022","Quebec","2021A000224","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132810","7.2.6.2","4.8","D","","","1"
"2021","Quebec","2021A000224","Persons 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132812","7.3.6.1","307","C","","","0"
"2022","Quebec","2021A000224","Persons 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132812","7.3.6.1","430","B","","","0"
"2021","Quebec","2021A000224","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132813","7.3.6.2","6.0","C","","","1"
"2022","Quebec","2021A000224","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132813","7.3.6.2","8.4","B","","","1"
"2021","Quebec","2021A000224","Persons 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132815","7.4.6.1","83","D","","","0"
"2022","Quebec","2021A000224","Persons 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132815","7.4.6.1","51","C","","","0"
"2021","Quebec","2021A000224","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132816","7.4.6.2","4.9","D","","","1"
"2022","Quebec","2021A000224","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132816","7.4.6.2","2.9","C","","","1"
"2021","Quebec","2021A000224","Males","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132818","7.5.6.1","211","C","","","0"
"2022","Quebec","2021A000224","Males","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132818","7.5.6.1","300","B","","","0"
"2021","Quebec","2021A000224","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132819","7.5.6.2","5.0","C","","","1"
"2022","Quebec","2021A000224","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132819","7.5.6.2","7.0","B","","","1"
"2021","Quebec","2021A000224","Males, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132821","7.6.6.1","22","E","","","0"
"2022","Quebec","2021A000224","Males, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132821","7.6.6.1","38","D","","","0"
"2021","Quebec","2021A000224","Males, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132822","7.6.6.2","2.7","E","","","1"
"2022","Quebec","2021A000224","Males, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132822","7.6.6.2","4.5","D","","","1"
"2021","Quebec","2021A000224","Males, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132824","7.7.6.1","157","C","","","0"
"2022","Quebec","2021A000224","Males, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132824","7.7.6.1","234","B","","","0"
"2021","Quebec","2021A000224","Males, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132825","7.7.6.2","6.1","C","","","1"
"2022","Quebec","2021A000224","Males, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132825","7.7.6.2","9.1","B","","","1"
"2021","Quebec","2021A000224","Males, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132827","7.8.6.1","32","E","","","0"
"2022","Quebec","2021A000224","Males, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132827","7.8.6.1","28","D","","","0"
"2021","Quebec","2021A000224","Males, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132828","7.8.6.2","4.0","E","","","1"
"2022","Quebec","2021A000224","Males, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132828","7.8.6.2","3.3","D","","","1"
"2021","Quebec","2021A000224","Females","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132830","7.9.6.1","228","C","","","0"
"2022","Quebec","2021A000224","Females","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132830","7.9.6.1","262","C","","","0"
"2021","Quebec","2021A000224","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132831","7.9.6.2","5.4","C","","","1"
"2022","Quebec","2021A000224","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132831","7.9.6.2","6.1","C","","","1"
"2021","Quebec","2021A000224","Females, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132833","7.10.6.1","26","E","","","0"
"2022","Quebec","2021A000224","Females, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132833","7.10.6.1","42","D","","","0"
"2021","Quebec","2021A000224","Females, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132834","7.10.6.2","3.2","E","","","1"
"2022","Quebec","2021A000224","Females, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132834","7.10.6.2","5.1","D","","","1"
"2021","Quebec","2021A000224","Females, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132836","7.11.6.1","150","D","","","0"
"2022","Quebec","2021A000224","Females, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132836","7.11.6.1","196","C","","","0"
"2021","Quebec","2021A000224","Females, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132837","7.11.6.2","5.9","D","","","1"
"2022","Quebec","2021A000224","Females, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132837","7.11.6.2","7.8","C","","","1"
"2021","Quebec","2021A000224","Females, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132839","7.12.6.1","52","D","","","0"
"2022","Quebec","2021A000224","Females, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132839","7.12.6.1","24","D","","","0"
"2021","Quebec","2021A000224","Females, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132840","7.12.6.2","5.7","D","","","1"
"2022","Quebec","2021A000224","Females, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132840","7.12.6.2","2.5","D","","","1"
"2021","Quebec","2021A000224","Persons in economic families","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132842","7.13.6.1","165","D","","","0"
"2022","Quebec","2021A000224","Persons in economic families","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132842","7.13.6.1","238","C","","","0"
"2021","Quebec","2021A000224","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132843","7.13.6.2","2.4","D","","","1"
"2022","Quebec","2021A000224","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132843","7.13.6.2","3.5","C","","","1"
"2021","Quebec","2021A000224","Persons not in an economic family","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132881","7.26.6.1","274","C","","","0"
"2022","Quebec","2021A000224","Persons not in an economic family","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132881","7.26.6.1","323","B","","","0"
"2021","Quebec","2021A000224","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132882","7.26.6.2","16.7","C","","","1"
"2022","Quebec","2021A000224","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132882","7.26.6.2","19.3","B","","","1"
"2021","Ontario","2021A000235","All persons","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132908","8.1.6.1","1131","C","","","0"
"2022","Ontario","2021A000235","All persons","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132908","8.1.6.1","1618","A","","","0"
"2021","Ontario","2021A000235","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132909","8.1.6.2","7.7","C","","","1"
"2022","Ontario","2021A000235","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132909","8.1.6.2","10.9","A","","","1"
"2021","Ontario","2021A000235","Persons under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132911","8.2.6.1","190","D","","","0"
"2022","Ontario","2021A000235","Persons under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132911","8.2.6.1","317","C","","","0"
"2021","Ontario","2021A000235","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132912","8.2.6.2","6.8","D","","","1"
"2022","Ontario","2021A000235","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132912","8.2.6.2","11.2","C","","","1"
"2021","Ontario","2021A000235","Persons 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132914","8.3.6.1","807","C","","","0"
"2022","Ontario","2021A000235","Persons 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132914","8.3.6.1","1121","A","","","0"
"2021","Ontario","2021A000235","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132915","8.3.6.2","8.7","C","","","1"
"2022","Ontario","2021A000235","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132915","8.3.6.2","12.0","A","","","1"
"2021","Ontario","2021A000235","Persons 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132917","8.4.6.1","134","D","","","0"
"2022","Ontario","2021A000235","Persons 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132917","8.4.6.1","181","C","","","0"
"2021","Ontario","2021A000235","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132918","8.4.6.2","5.1","D","","","1"
"2022","Ontario","2021A000235","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132918","8.4.6.2","6.7","C","","","1"
"2021","Ontario","2021A000235","Males","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132920","8.5.6.1","549","C","","","0"
"2022","Ontario","2021A000235","Males","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132920","8.5.6.1","791","B","","","0"
"2021","Ontario","2021A000235","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132921","8.5.6.2","7.6","C","","","1"
"2022","Ontario","2021A000235","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132921","8.5.6.2","10.7","B","","","1"
"2021","Ontario","2021A000235","Males, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132923","8.6.6.1","94","D","","","0"
"2022","Ontario","2021A000235","Males, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132923","8.6.6.1","170","C","","","0"
"2021","Ontario","2021A000235","Males, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132924","8.6.6.2","6.6","D","","","1"
"2022","Ontario","2021A000235","Males, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132924","8.6.6.2","11.6","C","","","1"
"2021","Ontario","2021A000235","Males, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132926","8.7.6.1","397","C","","","0"
"2022","Ontario","2021A000235","Males, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132926","8.7.6.1","547","B","","","0"
"2021","Ontario","2021A000235","Males, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132927","8.7.6.2","8.6","C","","","1"
"2022","Ontario","2021A000235","Males, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132927","8.7.6.2","11.7","B","","","1"
"2021","Ontario","2021A000235","Males, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132929","8.8.6.1","58","D","","","0"
"2022","Ontario","2021A000235","Males, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132929","8.8.6.1","75","C","","","0"
"2021","Ontario","2021A000235","Males, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132930","8.8.6.2","4.8","D","","","1"
"2022","Ontario","2021A000235","Males, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132930","8.8.6.2","6.0","C","","","1"
"2021","Ontario","2021A000235","Females","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132932","8.9.6.1","582","C","","","0"
"2022","Ontario","2021A000235","Females","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132932","8.9.6.1","827","B","","","0"
"2021","Ontario","2021A000235","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132933","8.9.6.2","7.8","C","","","1"
"2022","Ontario","2021A000235","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132933","8.9.6.2","11.0","B","","","1"
"2021","Ontario","2021A000235","Females, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132935","8.10.6.1","96","D","","","0"
"2022","Ontario","2021A000235","Females, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132935","8.10.6.1","146","C","","","0"
"2021","Ontario","2021A000235","Females, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132936","8.10.6.2","7.0","D","","","1"
"2022","Ontario","2021A000235","Females, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132936","8.10.6.2","10.7","C","","","1"
"2021","Ontario","2021A000235","Females, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132938","8.11.6.1","409","C","","","0"
"2022","Ontario","2021A000235","Females, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132938","8.11.6.1","574","B","","","0"
"2021","Ontario","2021A000235","Females, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132939","8.11.6.2","8.8","C","","","1"
"2022","Ontario","2021A000235","Females, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132939","8.11.6.2","12.3","B","","","1"
"2021","Ontario","2021A000235","Females, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132941","8.12.6.1","76","D","","","0"
"2022","Ontario","2021A000235","Females, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132941","8.12.6.1","106","C","","","0"
"2021","Ontario","2021A000235","Females, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132942","8.12.6.2","5.4","D","","","1"
"2022","Ontario","2021A000235","Females, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132942","8.12.6.2","7.2","C","","","1"
"2021","Ontario","2021A000235","Persons in economic families","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132944","8.13.6.1","594","C","","","0"
"2022","Ontario","2021A000235","Persons in economic families","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132944","8.13.6.1","936","B","","","0"
"2021","Ontario","2021A000235","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132945","8.13.6.2","4.8","C","","","1"
"2022","Ontario","2021A000235","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132945","8.13.6.2","7.5","B","","","1"
"2021","Ontario","2021A000235","Persons not in an economic family","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132983","8.26.6.1","536","C","","","0"
"2022","Ontario","2021A000235","Persons not in an economic family","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206132983","8.26.6.1","682","B","","","0"
"2021","Ontario","2021A000235","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132984","8.26.6.2","23.4","C","","","1"
"2022","Ontario","2021A000235","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132984","8.26.6.2","29.1","B","","","1"
"2021","Prairie provinces","2021A00014","All persons","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133010","9.1.6.1","558","C","","","0"
"2022","Prairie provinces","2021A00014","All persons","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133010","9.1.6.1","713","B","","","0"
"2021","Prairie provinces","2021A00014","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133011","9.1.6.2","8.2","C","","","1"
"2022","Prairie provinces","2021A00014","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133011","9.1.6.2","10.3","B","","","1"
"2021","Prairie provinces","2021A00014","Persons under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133013","9.2.6.1","124","D","","","0"
"2022","Prairie provinces","2021A00014","Persons under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133013","9.2.6.1","189","C","","","0"
"2021","Prairie provinces","2021A00014","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133014","9.2.6.2","8.1","D","","","1"
"2022","Prairie provinces","2021A00014","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133014","9.2.6.2","12.0","C","","","1"
"2021","Prairie provinces","2021A00014","Persons 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133016","9.3.6.1","374","C","","","0"
"2022","Prairie provinces","2021A00014","Persons 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133016","9.3.6.1","463","B","","","0"
"2021","Prairie provinces","2021A00014","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133017","9.3.6.2","8.9","C","","","1"
"2022","Prairie provinces","2021A00014","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133017","9.3.6.2","10.8","B","","","1"
"2021","Prairie provinces","2021A00014","Persons 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133019","9.4.6.1","60","D","","","0"
"2022","Prairie provinces","2021A00014","Persons 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133019","9.4.6.1","61","C","","","0"
"2021","Prairie provinces","2021A00014","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133020","9.4.6.2","5.8","D","","","1"
"2022","Prairie provinces","2021A00014","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133020","9.4.6.2","5.6","C","","","1"
"2021","Prairie provinces","2021A00014","Males","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133022","9.5.6.1","271","C","","","0"
"2022","Prairie provinces","2021A00014","Males","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133022","9.5.6.1","346","B","","","0"
"2021","Prairie provinces","2021A00014","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133023","9.5.6.2","8.0","C","","","1"
"2022","Prairie provinces","2021A00014","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133023","9.5.6.2","9.9","B","","","1"
"2021","Prairie provinces","2021A00014","Males, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133025","9.6.6.1","59","D","","","0"
"2022","Prairie provinces","2021A00014","Males, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133025","9.6.6.1","92","C","","","0"
"2021","Prairie provinces","2021A00014","Males, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133026","9.6.6.2","7.8","D","","","1"
"2022","Prairie provinces","2021A00014","Males, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133026","9.6.6.2","11.4","C","","","1"
"2021","Prairie provinces","2021A00014","Males, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133028","9.7.6.1","187","C","","","0"
"2022","Prairie provinces","2021A00014","Males, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133028","9.7.6.1","228","B","","","0"
"2021","Prairie provinces","2021A00014","Males, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133029","9.7.6.2","8.7","C","","","1"
"2022","Prairie provinces","2021A00014","Males, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133029","9.7.6.2","10.5","B","","","1"
"2021","Prairie provinces","2021A00014","Males, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133031","9.8.6.1","24","D","","","0"
"2022","Prairie provinces","2021A00014","Males, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133031","9.8.6.1","26","D","","","0"
"2021","Prairie provinces","2021A00014","Males, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133032","9.8.6.2","5.0","D","","","1"
"2022","Prairie provinces","2021A00014","Males, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133032","9.8.6.2","5.1","D","","","1"
"2021","Prairie provinces","2021A00014","Females","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133034","9.9.6.1","286","C","","","0"
"2022","Prairie provinces","2021A00014","Females","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133034","9.9.6.1","368","B","","","0"
"2021","Prairie provinces","2021A00014","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133035","9.9.6.2","8.5","C","","","1"
"2022","Prairie provinces","2021A00014","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133035","9.9.6.2","10.7","B","","","1"
"2021","Prairie provinces","2021A00014","Females, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133037","9.10.6.1","64","D","","","0"
"2022","Prairie provinces","2021A00014","Females, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133037","9.10.6.1","97","C","","","0"
"2021","Prairie provinces","2021A00014","Females, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133038","9.10.6.2","8.4","D","","","1"
"2022","Prairie provinces","2021A00014","Females, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133038","9.10.6.2","12.6","C","","","1"
"2021","Prairie provinces","2021A00014","Females, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133040","9.11.6.1","187","C","","","0"
"2022","Prairie provinces","2021A00014","Females, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133040","9.11.6.1","236","B","","","0"
"2021","Prairie provinces","2021A00014","Females, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133041","9.11.6.2","9.0","C","","","1"
"2022","Prairie provinces","2021A00014","Females, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133041","9.11.6.2","11.1","B","","","1"
"2021","Prairie provinces","2021A00014","Females, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133043","9.12.6.1","35","D","","","0"
"2022","Prairie provinces","2021A00014","Females, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133043","9.12.6.1","35","C","","","0"
"2021","Prairie provinces","2021A00014","Females, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133044","9.12.6.2","6.5","D","","","1"
