"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","New Brunswick","2016A000213","18 to 34 years","Males","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110802075","5.3.2.23.1","46100","","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Males","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110802075","5.3.2.23.1","47500","E","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110802082","5.3.2.24.1","64000","","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110802082","5.3.2.24.1","66200","E","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110802089","5.3.2.25.1","54800","","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110802089","5.3.2.25.1","57000","E","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110802096","5.3.2.26.1","","..","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110802096","5.3.2.26.1","","..","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341243","5.3.2.27.1","","..","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341243","5.3.2.27.1","","F","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110802103","5.3.3.1.1","48900","","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110802103","5.3.3.1.1","41200","E","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110802110","5.3.3.2.1","6600","E","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110802110","5.3.3.2.1","","F","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110802117","5.3.3.3.1","32400","","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110802117","5.3.3.3.1","26900","E","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110802124","5.3.3.4.1","13400","E","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110802124","5.3.3.4.1","","F","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110802131","5.3.3.5.1","18600","","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110802131","5.3.3.5.1","","F","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110802138","5.3.3.6.1","17700","E","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110802138","5.3.3.6.1","","F","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110802145","5.3.3.7.1","15900","E","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110802145","5.3.3.7.1","","F","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110802159","5.3.3.9.1","3500","E","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110802159","5.3.3.9.1","","F","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Diabetes","Number of persons","Number","223","units","0","v110802166","5.3.3.10.1","","F","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Diabetes","Number of persons","Number","223","units","0","v110802166","5.3.3.10.1","","x","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Asthma","Number of persons","Number","223","units","0","v110802173","5.3.3.11.1","","..","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Asthma","Number of persons","Number","223","units","0","v110802173","5.3.3.11.1","","..","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110802180","5.3.3.12.1","","..","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110802180","5.3.3.12.1","","..","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","High blood pressure","Number of persons","Number","223","units","0","v110802187","5.3.3.13.1","","F","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","High blood pressure","Number of persons","Number","223","units","0","v110802187","5.3.3.13.1","","x","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Mood disorder","Number of persons","Number","223","units","0","v110802194","5.3.3.14.1","12400","E","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Mood disorder","Number of persons","Number","223","units","0","v110802194","5.3.3.14.1","","F","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Anxiety disorder","Number of persons","Number","223","units","0","v1574197919","5.3.3.30.1","","F","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110802201","5.3.3.15.1","6900","E","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110802201","5.3.3.15.1","","F","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110802208","5.3.3.16.1","5000","E","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110802208","5.3.3.16.1","","F","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390950625","5.3.3.28.1","17600","E","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390950625","5.3.3.28.1","31800","E","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390950633","5.3.3.29.1","5400","E","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390950633","5.3.3.29.1","","F","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Ever used e-cigarette or vaping device","Number of persons","Number","223","units","0","v1574197927","5.3.3.31.1","28500","E","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1574197935","5.3.3.32.1","","F","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Heavy drinking","Number of persons","Number","223","units","0","v110802215","5.3.3.17.1","12300","E","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Heavy drinking","Number of persons","Number","223","units","0","v110802215","5.3.3.17.1","","F","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110802222","5.3.3.18.1","39000","","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110802222","5.3.3.18.1","","..","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110802236","5.3.3.20.1","19000","","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110802236","5.3.3.20.1","","F","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110802243","5.3.3.21.1","7500","E","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110802243","5.3.3.21.1","","F","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110802250","5.3.3.22.1","18100","E","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110802250","5.3.3.22.1","","..","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110802257","5.3.3.23.1","52900","","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110802257","5.3.3.23.1","47100","E","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110802264","5.3.3.24.1","65500","","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110802264","5.3.3.24.1","60200","","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110802271","5.3.3.25.1","63500","","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110802271","5.3.3.25.1","62500","","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110802278","5.3.3.26.1","","..","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110802278","5.3.3.26.1","","..","","","0"
"2021","New Brunswick","2016A000213","18 to 34 years","Females","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341251","5.3.3.27.1","","..","","","0"
"2022","New Brunswick","2016A000213","18 to 34 years","Females","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341251","5.3.3.27.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110802467","5.4.2.1.1","42200","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110802467","5.4.2.1.1","45800","E","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110802474","5.4.2.2.1","6100","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110802474","5.4.2.2.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110802481","5.4.2.3.1","44200","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110802481","5.4.2.3.1","40700","E","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110802488","5.4.2.4.1","4800","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110802488","5.4.2.4.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110802495","5.4.2.5.1","13000","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110802495","5.4.2.5.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110802502","5.4.2.6.1","25700","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110802502","5.4.2.6.1","22900","E","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110802509","5.4.2.7.1","31100","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110802509","5.4.2.7.1","33300","E","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110802523","5.4.2.9.1","7300","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110802523","5.4.2.9.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Diabetes","Number of persons","Number","223","units","0","v110802530","5.4.2.10.1","","F","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Diabetes","Number of persons","Number","223","units","0","v110802530","5.4.2.10.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Asthma","Number of persons","Number","223","units","0","v110802537","5.4.2.11.1","","..","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Asthma","Number of persons","Number","223","units","0","v110802537","5.4.2.11.1","","..","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110802544","5.4.2.12.1","","..","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110802544","5.4.2.12.1","","..","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","High blood pressure","Number of persons","Number","223","units","0","v110802551","5.4.2.13.1","9500","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","High blood pressure","Number of persons","Number","223","units","0","v110802551","5.4.2.13.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Mood disorder","Number of persons","Number","223","units","0","v110802558","5.4.2.14.1","7100","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Mood disorder","Number of persons","Number","223","units","0","v110802558","5.4.2.14.1","","F","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Anxiety disorder","Number of persons","Number","223","units","0","v1574198067","5.4.2.30.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110802565","5.4.2.15.1","13600","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110802565","5.4.2.15.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110802572","5.4.2.16.1","9500","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110802572","5.4.2.16.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390950657","5.4.2.28.1","22700","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390950657","5.4.2.28.1","24100","E","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390950665","5.4.2.29.1","4900","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390950665","5.4.2.29.1","","F","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Ever used e-cigarette or vaping device","Number of persons","Number","223","units","0","v1574198075","5.4.2.31.1","","F","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1574198083","5.4.2.32.1","","x","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Heavy drinking","Number of persons","Number","223","units","0","v110802579","5.4.2.17.1","22000","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Heavy drinking","Number of persons","Number","223","units","0","v110802579","5.4.2.17.1","20200","E","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110802586","5.4.2.18.1","41100","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110802586","5.4.2.18.1","","..","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110802614","5.4.2.22.1","5600","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110802614","5.4.2.22.1","","..","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110802621","5.4.2.23.1","48500","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110802621","5.4.2.23.1","51200","E","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110802628","5.4.2.24.1","62600","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110802628","5.4.2.24.1","59300","","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110802635","5.4.2.25.1","62500","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110802635","5.4.2.25.1","55600","","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110802642","5.4.2.26.1","","..","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110802642","5.4.2.26.1","","..","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341267","5.4.2.27.1","","..","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341267","5.4.2.27.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110802649","5.4.3.1.1","38300","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110802649","5.4.3.1.1","40300","E","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110802656","5.4.3.2.1","7800","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110802656","5.4.3.2.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110802663","5.4.3.3.1","38400","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110802663","5.4.3.3.1","32600","E","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110802670","5.4.3.4.1","11400","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110802670","5.4.3.4.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110802677","5.4.3.5.1","18800","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110802677","5.4.3.5.1","29400","E","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110802684","5.4.3.6.1","20000","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110802684","5.4.3.6.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110802691","5.4.3.7.1","31000","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110802691","5.4.3.7.1","39000","E","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110802705","5.4.3.9.1","8600","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110802705","5.4.3.9.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Diabetes","Number of persons","Number","223","units","0","v110802712","5.4.3.10.1","2300","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Diabetes","Number of persons","Number","223","units","0","v110802712","5.4.3.10.1","","x","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Asthma","Number of persons","Number","223","units","0","v110802719","5.4.3.11.1","","..","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Asthma","Number of persons","Number","223","units","0","v110802719","5.4.3.11.1","","..","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110802726","5.4.3.12.1","","..","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110802726","5.4.3.12.1","","..","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","High blood pressure","Number of persons","Number","223","units","0","v110802733","5.4.3.13.1","6800","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","High blood pressure","Number of persons","Number","223","units","0","v110802733","5.4.3.13.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Mood disorder","Number of persons","Number","223","units","0","v110802740","5.4.3.14.1","14300","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Mood disorder","Number of persons","Number","223","units","0","v110802740","5.4.3.14.1","","F","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Anxiety disorder","Number of persons","Number","223","units","0","v1574198134","5.4.3.30.1","18500","E","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110802747","5.4.3.15.1","11900","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110802747","5.4.3.15.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110802754","5.4.3.16.1","10100","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110802754","5.4.3.16.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390950673","5.4.3.28.1","18700","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390950673","5.4.3.28.1","21900","E","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390950681","5.4.3.29.1","5100","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390950681","5.4.3.29.1","","F","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Ever used e-cigarette or vaping device","Number of persons","Number","223","units","0","v1574198142","5.4.3.31.1","","F","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1574198150","5.4.3.32.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Heavy drinking","Number of persons","Number","223","units","0","v110802761","5.4.3.17.1","15400","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Heavy drinking","Number of persons","Number","223","units","0","v110802761","5.4.3.17.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110802768","5.4.3.18.1","39000","","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110802768","5.4.3.18.1","","..","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110802782","5.4.3.20.1","11200","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110802782","5.4.3.20.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110802789","5.4.3.21.1","7800","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110802789","5.4.3.21.1","","F","","","0"
"2021","New Brunswick","2016A000213","35 to 49 years","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110802796","5.4.3.22.1","10400","E","","","0"
"2022","New Brunswick","2016A000213","35 to 49 years","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110802796","5.4.3.22.1","","..","","","0"
